,time,KWH
6017,2006/9/16 17:59,3220
6018,2006/9/16 18:59,3225
6019,2006/9/16 19:59,3130
6020,2006/9/16 20:59,3165
6021,2006/9/16 21:59,3355
6022,2006/9/16 22:59,3632.5
6023,2006/9/16 23:59,3645
6024,2006/9/17 0:59,0
6025,2006/9/17 1:59,0
6026,2006/9/17 2:59,0
6027,2006/9/17 3:59,0
6028,2006/9/17 4:59,0
6029,2006/9/17 5:59,0
6030,2006/9/17 6:59,0
6031,2006/9/17 7:59,3552.5
6032,2006/9/17 8:59,3395
6033,2006/9/17 9:59,3312.5
6034,2006/9/17 10:59,3295
6035,2006/9/17 11:59,3480
6036,2006/9/17 12:59,3582.5
6037,2006/9/17 13:59,3537.5
6038,2006/9/17 14:59,2620
6039,2006/9/17 15:59,3435
6040,2006/9/17 16:59,3305
6041,2006/9/17 17:59,3277.5
6042,2006/9/17 18:59,3187.5
6043,2006/9/17 19:59,3072.5
6044,2006/9/17 20:59,3082.5
6045,2006/9/17 21:59,3347.5
6046,2006/9/17 22:59,2710
6047,2006/9/17 23:59,3590
6048,2006/9/18 0:59,3570
6049,2006/9/18 1:59,3557.5
6050,2006/9/18 2:59,3515
6051,2006/9/18 3:59,3345
6052,2006/9/18 4:59,3275
6053,2006/9/18 5:59,3212.5
6054,2006/9/18 6:59,3582.5
6055,2006/9/18 7:59,3512.5
6056,2006/9/18 8:59,3507.5
6057,2006/9/18 9:59,3375
6058,2006/9/18 10:59,3305
6059,2006/9/18 11:59,3557.5
6060,2006/9/18 12:59,3592.5
6061,2006/9/18 13:59,3565
6062,2006/9/18 14:59,3550
6063,2006/9/18 15:59,3410
6064,2006/9/18 16:59,3287.5
6065,2006/9/18 17:59,3212.5
6066,2006/9/18 18:59,3192.5
6067,2006/9/18 19:59,3107.5
6068,2006/9/18 20:59,3152.5
6069,2006/9/18 21:59,3467.5
6070,2006/9/18 22:59,3675
6071,2006/9/18 23:59,3652.5
6072,2006/9/19 0:59,3600
6073,2006/9/19 1:59,3620
6074,2006/9/19 2:59,3617.5
6075,2006/9/19 3:59,3567.5
6076,2006/9/19 4:59,3352.5
6077,2006/9/19 5:59,3215
6078,2006/9/19 6:59,3622.5
6079,2006/9/19 7:59,3650
6080,2006/9/19 8:59,3510
6081,2006/9/19 9:59,3490
6082,2006/9/19 10:59,3425
6083,2006/9/19 11:59,3605
6084,2006/9/19 12:59,3692.5
6085,2006/9/19 13:59,3657.5
6086,2006/9/19 14:59,3630
6087,2006/9/19 15:59,3400
6088,2006/9/19 16:59,3390
6089,2006/9/19 17:59,3360
6090,2006/9/19 18:59,3440
6091,2006/9/19 19:59,3342.5
6092,2006/9/19 20:59,3337.5
6093,2006/9/19 21:59,3590
6094,2006/9/19 22:59,3687.5
6095,2006/9/19 23:59,3705
6096,2006/9/20 0:59,3685
6097,2006/9/20 1:59,3637.5
6098,2006/9/20 2:59,3575
6099,2006/9/20 3:59,3490
6100,2006/9/20 4:59,3365
6101,2006/9/20 5:59,3207.5
6102,2006/9/20 6:59,3595
6103,2006/9/20 7:59,3547.5
6104,2006/9/20 8:59,3430
6105,2006/9/20 9:59,3412.5
6106,2006/9/20 10:59,3375
6107,2006/9/20 11:59,3570
6108,2006/9/20 12:59,3682.5
6109,2006/9/20 13:59,3622.5
6110,2006/9/20 14:59,3632.5
6111,2006/9/20 15:59,3602.5
6112,2006/9/20 16:59,3437.5
6113,2006/9/20 17:59,3345
6114,2006/9/20 18:59,3410
6115,2006/9/20 19:59,3305
6116,2006/9/20 20:59,3302.5
6117,2006/9/20 21:59,3567.5
6118,2006/9/20 22:59,3645
6119,2006/9/20 23:59,3615
6120,2006/9/21 0:59,3575
6121,2006/9/21 1:59,3572.5
6122,2006/9/21 2:59,3555
6123,2006/9/21 3:59,3410
6124,2006/9/21 4:59,3322.5
6125,2006/9/21 5:59,3257.5
6126,2006/9/21 6:59,3632.5
6127,2006/9/21 7:59,3597.5
6128,2006/9/21 8:59,3510
6129,2006/9/21 9:59,3387.5
6130,2006/9/21 10:59,3375
6131,2006/9/21 11:59,3575
6132,2006/9/21 12:59,3642.5
6133,2006/9/21 13:59,3587.5
6134,2006/9/21 14:59,3595
6135,2006/9/21 15:59,3392.5
6136,2006/9/21 16:59,3407.5
6137,2006/9/21 17:59,3330
6138,2006/9/21 18:59,3382.5
6139,2006/9/21 19:59,3275
6140,2006/9/21 20:59,3337.5
6141,2006/9/21 21:59,3530
6142,2006/9/21 22:59,3615
6143,2006/9/21 23:59,3607.5
6144,2006/9/22 0:59,3630
6145,2006/9/22 1:59,3590
6146,2006/9/22 2:59,3582.5
6147,2006/9/22 3:59,3472.5
6148,2006/9/22 4:59,3352.5
6149,2006/9/22 5:59,3250
6150,2006/9/22 6:59,3600
6151,2006/9/22 7:59,3592.5
6152,2006/9/22 8:59,3535
6153,2006/9/22 9:59,3542.5
6154,2006/9/22 10:59,3315
6155,2006/9/22 11:59,3572.5
6156,2006/9/22 12:59,3677.5
6157,2006/9/22 13:59,3582.5
6158,2006/9/22 14:59,3557.5
6159,2006/9/22 15:59,3502.5
6160,2006/9/22 16:59,3427.5
6161,2006/9/22 17:59,3352.5
6162,2006/9/22 18:59,3440
6163,2006/9/22 19:59,3382.5
6164,2006/9/22 20:59,3345
6165,2006/9/22 21:59,3507.5
6166,2006/9/22 22:59,3627.5
6167,2006/9/22 23:59,3640
6168,2006/9/23 0:59,3607.5
6169,2006/9/23 1:59,3587.5
6170,2006/9/23 2:59,3597.5
6171,2006/9/23 3:59,3495
6172,2006/9/23 4:59,3410
6173,2006/9/23 5:59,3187.5
6174,2006/9/23 6:59,3557.5
6175,2006/9/23 7:59,3520
6176,2006/9/23 8:59,3417.5
6177,2006/9/23 9:59,3467.5
6178,2006/9/23 10:59,3362.5
6179,2006/9/23 11:59,3512.5
6180,2006/9/23 12:59,3580
6181,2006/9/23 13:59,3545
6182,2006/9/23 14:59,3547.5
6183,2006/9/23 15:59,3402.5
6184,2006/9/23 16:59,3410
6185,2006/9/23 17:59,3355
6186,2006/9/23 18:59,3420
6187,2006/9/23 19:59,3287.5
6188,2006/9/23 20:59,3357.5
6189,2006/9/23 21:59,3737.5
6190,2006/9/23 22:59,3650
6191,2006/9/23 23:59,3687.5
6192,2006/9/24 0:59,3705
6193,2006/9/24 1:59,3625
6194,2006/9/24 2:59,3557.5
6195,2006/9/24 3:59,3370
6196,2006/9/24 4:59,3287.5
6197,2006/9/24 5:59,3255
6198,2006/9/24 6:59,3660
6199,2006/9/24 7:59,3595
6200,2006/9/24 8:59,3537.5
6201,2006/9/24 9:59,3452.5
6202,2006/9/24 10:59,3437.5
6203,2006/9/24 11:59,3630
6204,2006/9/24 12:59,3665
6205,2006/9/24 13:59,3597.5
6206,2006/9/24 14:59,3585
6207,2006/9/24 15:59,3410
6208,2006/9/24 16:59,3295
6209,2006/9/24 17:59,3285
6210,2006/9/24 18:59,3332.5
6211,2006/9/24 19:59,3280
6212,2006/9/24 20:59,3330
6213,2006/9/24 21:59,3557.5
6214,2006/9/24 22:59,3602.5
6215,2006/9/24 23:59,3612.5
6216,2006/9/25 0:59,3595
6217,2006/9/25 1:59,3550
6218,2006/9/25 2:59,3535
6219,2006/9/25 3:59,3407.5
6220,2006/9/25 4:59,3260
6221,2006/9/25 5:59,3225
6222,2006/9/25 6:59,3587.5
6223,2006/9/25 7:59,3622.5
6224,2006/9/25 8:59,3500
6225,2006/9/25 9:59,3440
6226,2006/9/25 10:59,3330
6227,2006/9/25 11:59,3570
6228,2006/9/25 12:59,3650
6229,2006/9/25 13:59,3610
6230,2006/9/25 14:59,3542.5
6231,2006/9/25 15:59,3465
6232,2006/9/25 16:59,3400
6233,2006/9/25 17:59,3352.5
6234,2006/9/25 18:59,3440
6235,2006/9/25 19:59,3385
6236,2006/9/25 20:59,3557.5
6237,2006/9/25 21:59,3795
6238,2006/9/25 22:59,3732.5
6239,2006/9/25 23:59,3740
6240,2006/9/26 0:59,3700
6241,2006/9/26 1:59,3667.5
6242,2006/9/26 2:59,3602.5
6243,2006/9/26 3:59,3472.5
6244,2006/9/26 4:59,3332.5
6245,2006/9/26 5:59,3262.5
6246,2006/9/26 6:59,3635
6247,2006/9/26 7:59,3655
6248,2006/9/26 8:59,3590
6249,2006/9/26 9:59,3557.5
6250,2006/9/26 10:59,3405
6251,2006/9/26 11:59,3615
6252,2006/9/26 12:59,3717.5
6253,2006/9/26 13:59,3505
6254,2006/9/26 14:59,3655
6255,2006/9/26 15:59,3592.5
6256,2006/9/26 16:59,3485
6257,2006/9/26 17:59,3325
6258,2006/9/26 18:59,3382.5
6259,2006/9/26 19:59,3300
6260,2006/9/26 20:59,3397.5
6261,2006/9/26 21:59,3680
6262,2006/9/26 22:59,3645
6263,2006/9/26 23:59,3640
6264,2006/9/27 0:59,3637.5
6265,2006/9/27 1:59,3595
6266,2006/9/27 2:59,3500
6267,2006/9/27 3:59,3355
6268,2006/9/27 4:59,3265
6269,2006/9/27 5:59,3292.5
6270,2006/9/27 6:59,3690
6271,2006/9/27 7:59,3687.5
6272,2006/9/27 8:59,3635
6273,2006/9/27 9:59,3570
6274,2006/9/27 10:59,3492.5
6275,2006/9/27 11:59,3680
6276,2006/9/27 12:59,3697.5
6277,2006/9/27 13:59,3625
6278,2006/9/27 14:59,3630
6279,2006/9/27 15:59,3510
6280,2006/9/27 16:59,3395
6281,2006/9/27 17:59,3350
6282,2006/9/27 18:59,3417.5
6283,2006/9/27 19:59,3327.5
6284,2006/9/27 20:59,3362.5
6285,2006/9/27 21:59,3607.5
6286,2006/9/27 22:59,3657.5
6287,2006/9/27 23:59,3725
6288,2006/9/28 0:59,3697.5
6289,2006/9/28 1:59,3655
6290,2006/9/28 2:59,3625
6291,2006/9/28 3:59,3577.5
6292,2006/9/28 4:59,3345
6293,2006/9/28 5:59,3265
6294,2006/9/28 6:59,3690
6295,2006/9/28 7:59,3672.5
6296,2006/9/28 8:59,3560
6297,2006/9/28 9:59,3615
6298,2006/9/28 10:59,3370
6299,2006/9/28 11:59,3605
6300,2006/9/28 12:59,3692.5
6301,2006/9/28 13:59,3635
6302,2006/9/28 14:59,3647.5
6303,2006/9/28 15:59,3555
6304,2006/9/28 16:59,3400
6305,2006/9/28 17:59,3410
6306,2006/9/28 18:59,3507.5
6307,2006/9/28 19:59,3415
6308,2006/9/28 20:59,3735
6309,2006/9/28 21:59,3780
6310,2006/9/28 22:59,3697.5
6311,2006/9/28 23:59,3687.5
6312,2006/9/29 0:59,3670
6313,2006/9/29 1:59,3597.5
6314,2006/9/29 2:59,3590
6315,2006/9/29 3:59,3452.5
6316,2006/9/29 4:59,3380
6317,2006/9/29 5:59,3272.5
6318,2006/9/29 6:59,3632.5
6319,2006/9/29 7:59,3665
6320,2006/9/29 8:59,3582.5
6321,2006/9/29 9:59,3547.5
6322,2006/9/29 10:59,3332.5
6323,2006/9/29 11:59,3570
6324,2006/9/29 12:59,3700
6325,2006/9/29 13:59,3630
6326,2006/9/29 14:59,3620
6327,2006/9/29 15:59,3560
6328,2006/9/29 16:59,3445
6329,2006/9/29 17:59,3330
6330,2006/9/29 18:59,3415
6331,2006/9/29 19:59,3290
6332,2006/9/29 20:59,3330
6333,2006/9/29 21:59,3590
6334,2006/9/29 22:59,3630
6335,2006/9/29 23:59,3685
6336,2006/9/30 0:59,3692.5
6337,2006/9/30 1:59,3667.5
6338,2006/9/30 2:59,3615
6339,2006/9/30 3:59,3592.5
6340,2006/9/30 4:59,3440
6341,2006/9/30 5:59,3302.5
6342,2006/9/30 6:59,3682.5
6343,2006/9/30 7:59,3625
6344,2006/9/30 8:59,3562.5
6345,2006/9/30 9:59,3530
6346,2006/9/30 10:59,3440
6347,2006/9/30 11:59,3652.5
6348,2006/9/30 12:59,3710
6349,2006/9/30 13:59,3625
6350,2006/9/30 14:59,3635
6351,2006/9/30 15:59,3492.5
6352,2006/9/30 16:59,3332.5
6353,2006/9/30 17:59,3292.5
6354,2006/9/30 18:59,3357.5
6355,2006/9/30 19:59,3505
6356,2006/9/30 20:59,3627.5
6357,2006/9/30 21:59,3632.5
6358,2006/9/30 22:59,3572.5
6359,2006/9/30 23:59,3575
6360,2006/10/1 0:59,3502.5
6361,2006/10/1 1:59,3357.5
6362,2006/10/1 2:59,3200
6363,2006/10/1 3:59,3222.5
6364,2006/10/1 4:59,3117.5
6365,2006/10/1 5:59,2792.5
6366,2006/10/1 6:59,1069.25
6367,2006/10/1 7:59,53.75
6368,2006/10/1 8:59,99
6369,2006/10/1 9:59,153.25
6370,2006/10/1 10:59,148.5
6371,2006/10/1 11:59,87.75
6372,2006/10/1 12:59,45.25
6373,2006/10/1 13:59,44.25
6374,2006/10/1 14:59,29
6375,2006/10/1 15:59,112
6376,2006/10/1 16:59,49
6377,2006/10/1 17:59,78.5
6378,2006/10/1 18:59,48.25
6379,2006/10/1 19:59,46.25
6380,2006/10/1 20:59,71.75
6381,2006/10/1 21:59,68.25
6382,2006/10/1 22:59,59.5
6383,2006/10/1 23:59,0
6384,2006/10/2 0:59,80
6385,2006/10/2 1:59,78.5
6386,2006/10/2 2:59,77.75
6387,2006/10/2 3:59,38.25
6388,2006/10/2 4:59,19.5
6389,2006/10/2 5:59,88
6390,2006/10/2 6:59,78
6391,2006/10/2 7:59,28.5
6392,2006/10/2 8:59,176
6393,2006/10/2 9:59,213.75
6394,2006/10/2 10:59,213.5
6395,2006/10/2 11:59,129.25
6396,2006/10/2 12:59,116.75
6397,2006/10/2 13:59,69.5
6398,2006/10/2 14:59,89.5
6399,2006/10/2 15:59,0
6400,2006/10/2 16:59,49
6401,2006/10/2 17:59,58.75
6402,2006/10/2 18:59,83.25
6403,2006/10/2 19:59,74
6404,2006/10/2 20:59,45.25
6405,2006/10/2 21:59,41
6406,2006/10/2 22:59,65.75
6407,2006/10/2 23:59,43.25
6408,2006/10/3 0:59,80.25
6409,2006/10/3 1:59,78.75
6410,2006/10/3 2:59,78.75
6411,2006/10/3 3:59,78.5
6412,2006/10/3 4:59,0
6413,2006/10/3 5:59,0
6414,2006/10/3 6:59,39.5
6415,2006/10/3 7:59,70.25
6416,2006/10/3 8:59,135
6417,2006/10/3 9:59,118
6418,2006/10/3 10:59,120.5
6419,2006/10/3 11:59,115.25
6420,2006/10/3 12:59,52.5
6421,2006/10/3 13:59,71.25
6422,2006/10/3 14:59,41
6423,2006/10/3 15:59,49.75
6424,2006/10/3 16:59,80.5
6425,2006/10/3 17:59,95.5
6426,2006/10/3 18:59,91.5
6427,2006/10/3 19:59,86.25
6428,2006/10/3 20:59,102.75
6429,2006/10/3 21:59,44
6430,2006/10/3 22:59,40.5
6431,2006/10/3 23:59,45.25
6432,2006/10/4 0:59,77
6433,2006/10/4 1:59,18.5
6434,2006/10/4 2:59,37.75
6435,2006/10/4 3:59,56
6436,2006/10/4 4:59,19.25
6437,2006/10/4 5:59,246.25
6438,2006/10/4 6:59,2837.5
6439,2006/10/4 7:59,3652.5
6440,2006/10/4 8:59,3647.5
6441,2006/10/4 9:59,3597.5
6442,2006/10/4 10:59,3377.5
6443,2006/10/4 11:59,3570
6444,2006/10/4 12:59,3650
6445,2006/10/4 13:59,3460
6446,2006/10/4 14:59,3335
6447,2006/10/4 15:59,3307.5
6448,2006/10/4 16:59,3342.5
6449,2006/10/4 17:59,3315
6450,2006/10/4 18:59,3380
6451,2006/10/4 19:59,3325
6452,2006/10/4 20:59,3342.5
6453,2006/10/4 21:59,3520
6454,2006/10/4 22:59,3590
6455,2006/10/4 23:59,3620
6456,2006/10/5 0:59,3632.5
6457,2006/10/5 1:59,3582.5
6458,2006/10/5 2:59,3565
6459,2006/10/5 3:59,3565
6460,2006/10/5 4:59,3455
6461,2006/10/5 5:59,3230
6462,2006/10/5 6:59,3630
6463,2006/10/5 7:59,3612.5
6464,2006/10/5 8:59,3555
6465,2006/10/5 9:59,3497.5
6466,2006/10/5 10:59,3300
6467,2006/10/5 11:59,3547.5
6468,2006/10/5 12:59,3602.5
6469,2006/10/5 13:59,3587.5
6470,2006/10/5 14:59,3580
6471,2006/10/5 15:59,3447.5
6472,2006/10/5 16:59,3360
6473,2006/10/5 17:59,3265
6474,2006/10/5 18:59,3312.5
6475,2006/10/5 19:59,3242.5
6476,2006/10/5 20:59,3305
6477,2006/10/5 21:59,3495
6478,2006/10/5 22:59,3575
6479,2006/10/5 23:59,3590
6480,2006/10/6 0:59,3575
6481,2006/10/6 1:59,3577.5
6482,2006/10/6 2:59,3525
6483,2006/10/6 3:59,3492.5
6484,2006/10/6 4:59,3315
6485,2006/10/6 5:59,3095
6486,2006/10/6 6:59,3512.5
6487,2006/10/6 7:59,3557.5
6488,2006/10/6 8:59,3557.5
6489,2006/10/6 9:59,3480
6490,2006/10/6 10:59,3382.5
6491,2006/10/6 11:59,3567.5
6492,2006/10/6 12:59,3577.5
6493,2006/10/6 13:59,3515
6494,2006/10/6 14:59,3507.5
6495,2006/10/6 15:59,3357.5
6496,2006/10/6 16:59,3260
6497,2006/10/6 17:59,3260
6498,2006/10/6 18:59,3320
6499,2006/10/6 19:59,3205
6500,2006/10/6 20:59,3297.5
6501,2006/10/6 21:59,3525
6502,2006/10/6 22:59,3567.5
6503,2006/10/6 23:59,3607.5
6504,2006/10/7 0:59,3565
6505,2006/10/7 1:59,3570
6506,2006/10/7 2:59,3555
6507,2006/10/7 3:59,3440
6508,2006/10/7 4:59,3282.5
6509,2006/10/7 5:59,3175
6510,2006/10/7 6:59,3575
6511,2006/10/7 7:59,3552.5
6512,2006/10/7 8:59,3570
6513,2006/10/7 9:59,3540
6514,2006/10/7 10:59,3390
6515,2006/10/7 11:59,3515
6516,2006/10/7 12:59,3625
6517,2006/10/7 13:59,3545
6518,2006/10/7 14:59,3395
6519,2006/10/7 15:59,3280
6520,2006/10/7 16:59,3342.5
6521,2006/10/7 17:59,3330
6522,2006/10/7 18:59,3357.5
6523,2006/10/7 19:59,3262.5
6524,2006/10/7 20:59,3325
6525,2006/10/7 21:59,3482.5
6526,2006/10/7 22:59,3492.5
6527,2006/10/7 23:59,3640
6528,2006/10/8 0:59,0
6529,2006/10/8 1:59,0
6530,2006/10/8 2:59,0
6531,2006/10/8 3:59,0
6532,2006/10/8 4:59,0
6533,2006/10/8 5:59,0
6534,2006/10/8 6:59,0
6535,2006/10/8 7:59,3602.5
6536,2006/10/8 8:59,3645
6537,2006/10/8 9:59,3532.5
6538,2006/10/8 10:59,3380
6539,2006/10/8 11:59,3505
6540,2006/10/8 12:59,3695
6541,2006/10/8 13:59,3642.5
6542,2006/10/8 14:59,3602.5
6543,2006/10/8 15:59,3632.5
6544,2006/10/8 16:59,3462.5
6545,2006/10/8 17:59,3267.5
6546,2006/10/8 18:59,3360
6547,2006/10/8 19:59,3245
6548,2006/10/8 20:59,3222.5
6549,2006/10/8 21:59,3467.5
6550,2006/10/8 22:59,3552.5
6551,2006/10/8 23:59,3627.5
6552,2006/10/9 0:59,3590
6553,2006/10/9 1:59,3570
6554,2006/10/9 2:59,3510
6555,2006/10/9 3:59,3407.5
6556,2006/10/9 4:59,3330
6557,2006/10/9 5:59,3282.5
6558,2006/10/9 6:59,3607.5
6559,2006/10/9 7:59,3602.5
6560,2006/10/9 8:59,3635
6561,2006/10/9 9:59,3565
6562,2006/10/9 10:59,3387.5
6563,2006/10/9 11:59,3505
6564,2006/10/9 12:59,3527.5
6565,2006/10/9 13:59,3435
6566,2006/10/9 14:59,3470
6567,2006/10/9 15:59,3412.5
6568,2006/10/9 16:59,3292.5
6569,2006/10/9 17:59,3247.5
6570,2006/10/9 18:59,3290
6571,2006/10/9 19:59,3225
6572,2006/10/9 20:59,3257.5
6573,2006/10/9 21:59,3512.5
6574,2006/10/9 22:59,3580
6575,2006/10/9 23:59,3597.5
6576,2006/10/10 0:59,3545
6577,2006/10/10 1:59,3477.5
6578,2006/10/10 2:59,3410
6579,2006/10/10 3:59,3307.5
6580,2006/10/10 4:59,3190
6581,2006/10/10 5:59,3190
6582,2006/10/10 6:59,3512.5
6583,2006/10/10 7:59,3475
6584,2006/10/10 8:59,3437.5
6585,2006/10/10 9:59,3465
6586,2006/10/10 10:59,3317.5
6587,2006/10/10 11:59,3532.5
6588,2006/10/10 12:59,3567.5
6589,2006/10/10 13:59,3462.5
6590,2006/10/10 14:59,3465
6591,2006/10/10 15:59,3370
6592,2006/10/10 16:59,3227.5
6593,2006/10/10 17:59,3272.5
6594,2006/10/10 18:59,3367.5
6595,2006/10/10 19:59,3235
6596,2006/10/10 20:59,3312.5
6597,2006/10/10 21:59,3522.5
6598,2006/10/10 22:59,3552.5
6599,2006/10/10 23:59,3610
6600,2006/10/11 0:59,3595
6601,2006/10/11 1:59,3510
6602,2006/10/11 2:59,3495
6603,2006/10/11 3:59,3492.5
6604,2006/10/11 4:59,3372.5
6605,2006/10/11 5:59,3202.5
6606,2006/10/11 6:59,3540
6607,2006/10/11 7:59,3540
6608,2006/10/11 8:59,3570
6609,2006/10/11 9:59,3535
6610,2006/10/11 10:59,3260
6611,2006/10/11 11:59,3427.5
6612,2006/10/11 12:59,3617.5
6613,2006/10/11 13:59,3570
6614,2006/10/11 14:59,3590
6615,2006/10/11 15:59,3512.5
6616,2006/10/11 16:59,3397.5
6617,2006/10/11 17:59,3245
6618,2006/10/11 18:59,3307.5
6619,2006/10/11 19:59,3232.5
6620,2006/10/11 20:59,3272.5
6621,2006/10/11 21:59,3517.5
6622,2006/10/11 22:59,3617.5
6623,2006/10/11 23:59,3635
6624,2006/10/12 0:59,3545
6625,2006/10/12 1:59,3565
6626,2006/10/12 2:59,3500
6627,2006/10/12 3:59,3327.5
6628,2006/10/12 4:59,3277.5
6629,2006/10/12 5:59,3297.5
6630,2006/10/12 6:59,3605
6631,2006/10/12 7:59,3677.5
6632,2006/10/12 8:59,3650
6633,2006/10/12 9:59,3560
6634,2006/10/12 10:59,3452.5
6635,2006/10/12 11:59,3695
6636,2006/10/12 12:59,3712.5
6637,2006/10/12 13:59,3635
6638,2006/10/12 14:59,3627.5
6639,2006/10/12 15:59,3517.5
6640,2006/10/12 16:59,3245
6641,2006/10/12 17:59,3150
6642,2006/10/12 18:59,3175
6643,2006/10/12 19:59,3047.5
6644,2006/10/12 20:59,3102.5
6645,2006/10/12 21:59,3452.5
6646,2006/10/12 22:59,3560
6647,2006/10/12 23:59,3580
6648,2006/10/13 0:59,3545
6649,2006/10/13 1:59,3540
6650,2006/10/13 2:59,3487.5
6651,2006/10/13 3:59,3427.5
6652,2006/10/13 4:59,3247.5
6653,2006/10/13 5:59,3227.5
6654,2006/10/13 6:59,3597.5
6655,2006/10/13 7:59,3552.5
6656,2006/10/13 8:59,3535
6657,2006/10/13 9:59,3435
6658,2006/10/13 10:59,3002.5
6659,2006/10/13 11:59,3405
6660,2006/10/13 12:59,3507.5
6661,2006/10/13 13:59,3462.5
6662,2006/10/13 14:59,3407.5
6663,2006/10/13 15:59,3337.5
6664,2006/10/13 16:59,3290
6665,2006/10/13 17:59,3257.5
6666,2006/10/13 18:59,3447.5
6667,2006/10/13 19:59,3370
6668,2006/10/13 20:59,3382.5
6669,2006/10/13 21:59,3642.5
6670,2006/10/13 22:59,3645
6671,2006/10/13 23:59,3675
6672,2006/10/14 0:59,3620
6673,2006/10/14 1:59,3605
6674,2006/10/14 2:59,3592.5
6675,2006/10/14 3:59,3550
6676,2006/10/14 4:59,3385
6677,2006/10/14 5:59,3307.5
6678,2006/10/14 6:59,3662.5
6679,2006/10/14 7:59,3635
6680,2006/10/14 8:59,3657.5
6681,2006/10/14 9:59,3685
6682,2006/10/14 10:59,3455
6683,2006/10/14 11:59,3652.5
6684,2006/10/14 12:59,3725
6685,2006/10/14 13:59,3650
6686,2006/10/14 14:59,3572.5
6687,2006/10/14 15:59,3392.5
6688,2006/10/14 16:59,3285
6689,2006/10/14 17:59,3255
6690,2006/10/14 18:59,3435
6691,2006/10/14 19:59,3367.5
6692,2006/10/14 20:59,3450
6693,2006/10/14 21:59,3677.5
6694,2006/10/14 22:59,3635
6695,2006/10/14 23:59,3655
6696,2006/10/15 0:59,3655
6697,2006/10/15 1:59,3595
6698,2006/10/15 2:59,3282.5
6699,2006/10/15 3:59,3180
6700,2006/10/15 4:59,3187.5
6701,2006/10/15 5:59,3385
6702,2006/10/15 6:59,3695
6703,2006/10/15 7:59,3680
6704,2006/10/15 8:59,3640
6705,2006/10/15 9:59,3535
6706,2006/10/15 10:59,3520
6707,2006/10/15 11:59,3795
6708,2006/10/15 12:59,3815
6709,2006/10/15 13:59,3730
6710,2006/10/15 14:59,3690
6711,2006/10/15 15:59,3510
6712,2006/10/15 16:59,3265
6713,2006/10/15 17:59,3260
6714,2006/10/15 18:59,3440
6715,2006/10/15 19:59,3370
6716,2006/10/15 20:59,3405
6717,2006/10/15 21:59,3662.5
6718,2006/10/15 22:59,3692.5
6719,2006/10/15 23:59,3640
6720,2006/10/16 0:59,3590
6721,2006/10/16 1:59,3607.5
6722,2006/10/16 2:59,3492.5
6723,2006/10/16 3:59,3322.5
6724,2006/10/16 4:59,3245
6725,2006/10/16 5:59,3332.5
6726,2006/10/16 6:59,3687.5
6727,2006/10/16 7:59,3662.5
6728,2006/10/16 8:59,3687.5
6729,2006/10/16 9:59,3635
6730,2006/10/16 10:59,3290
6731,2006/10/16 11:59,3580
6732,2006/10/16 12:59,3637.5
6733,2006/10/16 13:59,3615
6734,2006/10/16 14:59,3610
6735,2006/10/16 15:59,3487.5
6736,2006/10/16 16:59,3307.5
6737,2006/10/16 17:59,3290
6738,2006/10/16 18:59,3477.5
6739,2006/10/16 19:59,3437.5
6740,2006/10/16 20:59,3445
6741,2006/10/16 21:59,3540
6742,2006/10/16 22:59,3672.5
6743,2006/10/16 23:59,3710
6744,2006/10/17 0:59,3687.5
6745,2006/10/17 1:59,3655
6746,2006/10/17 2:59,3565
6747,2006/10/17 3:59,3485
6748,2006/10/17 4:59,3310
6749,2006/10/17 5:59,3315
6750,2006/10/17 6:59,3705
6751,2006/10/17 7:59,3652.5
6752,2006/10/17 8:59,3700
6753,2006/10/17 9:59,3615
6754,2006/10/17 10:59,3412.5
6755,2006/10/17 11:59,3600
6756,2006/10/17 12:59,3670
6757,2006/10/17 13:59,3605
6758,2006/10/17 14:59,3667.5
6759,2006/10/17 15:59,3632.5
6760,2006/10/17 16:59,3497.5
6761,2006/10/17 17:59,3250
6762,2006/10/17 18:59,3422.5
6763,2006/10/17 19:59,3372.5
6764,2006/10/17 20:59,3447.5
6765,2006/10/17 21:59,3685
6766,2006/10/17 22:59,3655
6767,2006/10/17 23:59,3617.5
6768,2006/10/18 0:59,3650
6769,2006/10/18 1:59,3632.5
6770,2006/10/18 2:59,3455
6771,2006/10/18 3:59,3232.5
6772,2006/10/18 4:59,3197.5
6773,2006/10/18 5:59,3285
6774,2006/10/18 6:59,3680
6775,2006/10/18 7:59,3640
6776,2006/10/18 8:59,3685
6777,2006/10/18 9:59,3627.5
6778,2006/10/18 10:59,3442.5
6779,2006/10/18 11:59,3692.5
6780,2006/10/18 12:59,3720
6781,2006/10/18 13:59,3747.5
6782,2006/10/18 14:59,3715
6783,2006/10/18 15:59,3647.5
6784,2006/10/18 16:59,3570
6785,2006/10/18 17:59,3312.5
6786,2006/10/18 18:59,3555
6787,2006/10/18 19:59,3485
6788,2006/10/18 20:59,3515
6789,2006/10/18 21:59,3690
6790,2006/10/18 22:59,3682.5
6791,2006/10/18 23:59,3697.5
6792,2006/10/19 0:59,3702.5
6793,2006/10/19 1:59,3655
6794,2006/10/19 2:59,3592.5
6795,2006/10/19 3:59,3507.5
6796,2006/10/19 4:59,3385
6797,2006/10/19 5:59,3257.5
6798,2006/10/19 6:59,3170
6799,2006/10/19 7:59,2942.5
6800,2006/10/19 8:59,3037.5
